transaction_id,block,block_ts,from_address,to_address,confirmed,contractRet,quant,tokenAbbr
a6d27b2ef1b5942036fbb992e7a402fd90a6e6472a7e7ca5199633c71239536c,49153976,2023/03/06 03:30:09,TNXoiAJ3dct8Fjg4M9fkLFh9S2v9TXc32G,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,1000.000000,
d39dee17f8ccfba2fc8573fb23a4a11e2a26985c6b25a35420f99c0b652991a5,49147689,2023/03/05 22:15:42,TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,10.000000,
3cf78265e917e1085470f9989a5d24823a91bf5f0a05e4e720842b0185e831d1,49139422,2023/03/05 15:22:15,TY9h5HErnDTB7M3ceiSn8Yx3e9v99Ksxpm,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,185.000000,
9e7adf3f9a98ab905739a73b986ebdda70e816d7d6a5712c4f4deabc399c623a,49135679,2023/03/05 12:15:06,TCCjp6WBv7b5UUrNrgMvmcmLvopHF4VLJB,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,10.000000,
5ab8f5b6458821539da37c8c86e137c39b17e793206683ed0e6ae3895e2569d1,49134416,2023/03/05 11:11:51,TGMKH4Qr4x2WGFL1S37BXTk7kPYzG3D6tg,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,200.000000,
436d1c122e8f0fbb5831ea31371644db6b5a3c229708d5e73bb462eb1622d815,49132252,2023/03/05 09:23:39,TV6MuMXfmLbBqPZvBHdwFsDnQeVfnmiuSi,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,13.000000,
9716feed65c446f5a26a86e83f34137ee0b34e7cdb5e88c8a6d3da7b29c0747e,49130789,2023/03/05 08:10:30,TKUDPVPiAGvXjfH3qgVRhM5NrFxhMj5zXV,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,12.500000,
5cd7582e3559f71221f08fabf582726bedbb744ba07556d4a943a6861d6ebb46,49129206,2023/03/05 06:51:21,TMLgTyV2dWFMbfWkTqjU9DJJCxvAJrXZd8,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,3.000000,
24482728376b28fab312b443d033bf338db7e6ca4239f1effccb3cb4d7e60e3a,49126561,2023/03/05 04:39:00,TTXKmwgzNP5tcVDm6acJMikAr2NNj2A4ap,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,0.950000,
fd3dc088e1963d809e6d66f01eabb5679b9f7c431e2de3f6edab1af60617a15d,49112212,2023/03/04 16:41:21,TNNjp6Z1brgy2wqJp4zdLcCTQiqNCzrbLA,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,1.000000,
fe5c307f322b6abe26522bed41a2cc8e7e51b82a89ca306e94e83c29d316f3ef,49109779,2023/03/04 14:39:42,TZDm7EgBvMo8BXGRFcQFa1DTuxud5thety,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,8.800000,
321f00edcad27b710c3a0108205579e0040880263735defb18d0e94d3f046b84,49108177,2023/03/04 13:19:36,TM7XFGGWyr45MpQP4krFs1MSGEdkyX82Pw,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,100.000000,
0dc9dd6b56f315cc88514a5228714182a70c23219d179d1aad7ced86c9758aaf,49106620,2023/03/04 12:01:45,TYUS9tHFnKLhP8L3W3XPMGDQgRwrkSeMY9,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,50.000000,
85909f41a923e8fa4a471b91803e3868822683b20056d542a9572a78581a77dc,49106447,2023/03/04 11:53:00,TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,200.000000,
ec8b85c0a27f3bf94dcec25bc92f0d88a685b037146601988ce03d9804a8f5bc,49105651,2023/03/04 11:13:09,TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,107.579390,
f95600c9ea4d1d88ab21302d909277df331084cee6f733801ea2088b2621cf3f,49104516,2023/03/04 10:16:24,TUFuLcjjmyWq32t82nHjJhZe4qmSfJvqrp,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,3.000000,
47a1a153d55b1338d5eb2bc9586f376c20acd7bc5c4dde33a7031f8249178f72,49103899,2023/03/04 09:45:33,TKM3xubCQKERACYmWyfrrERfjACoAyrivG,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,6.000000,
bffba742dce95d32552d61efd7beeebf565cbacab911a3989bd5792ae1d2945a,49097548,2023/03/04 04:27:54,TDoXUNZ6PajKuiUkcYg3EDSV9bnqGqsbcf,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,663.201000,
070d728f139a6e1aa201a96b13cf4529b95d1f4420802f9677d1db2ec2b50e71,49088739,2023/03/03 21:07:21,TWAQzGncpcXwToacf1AApnNa3RRbge1AvT,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,390.000000,
0d66cf3ad67ed24b31bf8eebd481b5564ad45a6fdc069bde9e2c11613872bfb1,49088070,2023/03/03 20:33:54,TWDchZBmYvTQBeXD4w8rRUowDv5ka8kiFU,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,15.000000,
18c09d2bbc70c3b9f2bbd75a1eceddd63204772e01f8e55651372de7a7b9f79a,49087718,2023/03/03 20:16:18,TJ7H51Jh8yVZ6zKtoD2gADmjJkbH6SK6cm,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,4445.336100,
cfd4806071fe669f6cf95a56e0c24ba8c65d49d4341c2a279c7264ea055f760e,49086120,2023/03/03 18:56:24,TV6MuMXfmLbBqPZvBHdwFsDnQeVfnmiuSi,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,58.870000,
ddf77e36fc638975e88e2be0d39c8926042aecad321ee57e87a93f43a39ffd56,49084845,2023/03/03 17:52:33,TTTuQ8PWBtWdWbtCYmJ7QnMvCR7cNmVfoE,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,5.000000,
a6b039f52b09a2db8d562b4a543e30e5469168b34e3120f776285fedb332c556,49080859,2023/03/03 14:33:15,TEF4HXS21e8h5cKTJeLBi423tCwbpRGRjs,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,10.000000,
a406651c5ba6c18bc1f8a9a692aac5f1cba3701a04fbb2ea4500cf64e4baedf3,49078277,2023/03/03 12:24:09,TYASr5UV6HEcXatwdFQfmLVUqQQQMUxHLS,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,9.000000,
9518f1e63e1afd1ad8d4861517002d3122c2d58a582e53b53e0ed7d0e9c46635,49074106,2023/03/03 08:55:30,TWBPGLwQw2EbqYLLw1DJnTDt2ZQ9yJW1JJ,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,1204.000000,
b3302187c61d1cfdf6684f0df9577f55ec230ce6d62ce648dd2ad962328ba60a,49066427,2023/03/03 02:31:27,TTfiX3HMmhKfVHz2xisGsGuTS7DRkz5rEU,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,1000.000000,
b3670860f95b08b570e4b794dec8829bd4f318aa08426434bc595c6007961ff8,49066256,2023/03/03 02:22:54,TNaRAoLUyYEV2uF7GUrzSjRQTU8v5ZJ5VR,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,198.206023,
76f7cea3a9545f1bc5107d5d8d6e241fbf0ec36f2332a557244a71af8205e24d,49064896,2023/03/03 01:14:54,TWBPGLwQw2EbqYLLw1DJnTDt2ZQ9yJW1JJ,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,75.738400,
ac97b7ac07a0bcc860a02b2d2db679cb24ed28ac99ef505fb2de929f7ad8f85e,49055207,2023/03/02 17:10:12,TG9kqhjB9QdwFnzNHUhQXsSDzr8WRKZWnE,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,9.645061,
34396d02807fd04d76feb8e5ef4d5e378d3be52c09737d534b6b5e31bfececb9,49054865,2023/03/02 16:53:06,TEhqHpqBnXwcBwTdm7NZZ2wwABwMYmiS72,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,1.000000,
60331e0bcd9b823d24c0510c7d3afdc38dc05e774df9cb1e0ae4dc242b07fd88,49053326,2023/03/02 15:36:09,TYASr5UV6HEcXatwdFQfmLVUqQQQMUxHLS,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,395.000000,
b5d789e80f04b07df2339afdeab7a70ef939a445512257f3b119e8d6b84b69f7,49048544,2023/03/02 11:36:57,TS3hCgWRVjiYXjTWVKE6H2x1yvYTpztqeh,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,40.000000,
e8f6223c0be06675d78634b8cf0d82ad313b8fef524b7e99ca0b266df1f253ef,49044057,2023/03/02 07:52:36,TMENYFvMd9xTdbGfNFHJXVNmTqFvBC4Nrs,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,1.000000,
8c79ec7bf8c1335de1ae6de1db81cafb228177b699de3f0d30ccf688fa9097af,49040091,2023/03/02 04:34:12,TJY8RZBqgsZboWigKadqZBtXdNUYLgeA8g,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,10.000000,
f67896f135bf9a0790a6539b7ae60fa5a3a3d4705c3316b6d3658daf6e3f1d39,49039655,2023/03/02 04:12:24,TBn8wmnkTpHcvB1crN4Y818fnXwmQeuhEW,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,2000.000000,
d340a18e4ab5adbaf091f07c3b82701f53bc7fb045811f2c9b390980eeab9116,49037547,2023/03/02 02:27:00,TPL6tUmdQLc1W1CMAvb1QLaWFz7LeY6dYL,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,0.600000,
2f93e24073fdd3445687d1d689e0602230a16376e3bc7192aa9b273a29f0350c,49026283,2023/03/01 17:03:27,TV8QqeWDcCrYHCPG6Jp4pz7J2iXHqUsXe7,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,1.200000,
7ac3fb056625a5d071439be6a04b8c7972dad438a52d02ca71fc953abc43524d,49025053,2023/03/01 16:01:57,TQuwFmBN8qZDKjAcDzu45hhV27wN2Pw2JR,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,1.920000,
249ef97f3bb92bf5b62661c734e4890514c7f1c2530b5986483a7f8b34369b3c,49024516,2023/03/01 15:35:06,TNXoiAJ3dct8Fjg4M9fkLFh9S2v9TXc32G,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,10.000000,
e43a7a94b22960d9b81328d54098c4ae049b5e432d31d95ebf93bf56055253aa,49023611,2023/03/01 14:49:51,TAzsQ9Gx8eqFNFSKbeXrbi45CuVPHzA8wr,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,3422.000000,
3a73e8ea1258ca4b88dd660bf438f7028b10d30cfbba758725ece4cc602f0d0d,49023072,2023/03/01 14:22:54,TT3R4RBcP1RZnWUJJShaE4Pr3RjA2ehQ8o,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,10.000000,
03ae6c7ec7c888683ba5f1cd5b49336dac8e532991b8e7ec7aa25a016828d339,49021160,2023/03/01 12:47:18,TSFa2foJ75NmiTPfVwnyJdrvWVH5Bzz3YF,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,23.460000,
084f71e2d63ba6287d013e9ae20a4bafd9522994470cf01b7f726845816bd63c,49019738,2023/03/01 11:36:06,TQZTu9NCFwfa24K6S7FDr85w34DRWEcvt6,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,160.000000,
e7048eec8bb52083f20f02d6f14b9ca95afeaa1d4ff04495444b8ba8e695bdfc,49017849,2023/03/01 10:01:39,TU8YZsmKU3vtewGenDXD13zLimziuX84eS,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,1.570000,
15e47c268caaab1dc3e360fb6a1628d75e3e9afc7f02287e9480121ae2103a08,49014624,2023/03/01 07:20:24,TUQ7b4R5MGpB22Z8NKopuoNwKLFxSSm4zj,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,12.504700,
8cf0a159acddb374d201f1e5610b4fb508fd9e914caea685fe52f210ef969c54,49006114,2023/03/01 00:14:45,TQrY8tryqsYVCYS3MFbtffiPp2ccyn4STm,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,200.000000,
343dcc7450d3ea7a8df70e2f0ae5bef0b2b5cfdf70c1f1d7fa379daf02164c5c,49003913,2023/02/28 22:24:33,TWBPGLwQw2EbqYLLw1DJnTDt2ZQ9yJW1JJ,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,445.830000,
807b9eb8b08c4942f3e0222d3e58e5f4777c98b9a71c2e81f22358846c85bd3a,48997819,2023/02/28 17:19:45,TMUMWyhUGo6h5VcvZJnJ7y2LcbKCoGWtth,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,35.289400,
510ad31d896abfd1bddbaa05ce5b6c978bc3092fa9de728949167c6aea56ff41,48994256,2023/02/28 14:21:33,TQfDGYFaKQG3VUvDMF9WN8NRBECiycetxh,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,5.980000,
a02e183157ae38e66882cd23070ec5453d3c4ea3a8f6465508bab3e97ce5ea16,48993963,2023/02/28 14:06:54,TTd9qHyjqiUkfTxe3gotbuTMpjU8LEbpkN,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,2880.000000,
2caff08d9809402525e4bdc07dd3a271ec4a5cb372f18e3b099527b8600ee823,48993361,2023/02/28 13:36:48,TEzif2hoKeotcZcp1vCfoL9KmHXfoHsrrb,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,600.000000,
cdd02ca210bb9f8daf546acbc1a7f65b0ab9f4d316e95f378c30dafe291e2402,48989559,2023/02/28 10:26:15,TDXwb65s3fHruWiVSUVSGJHgvDEGvuLvBp,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,300.000000,
c49c7de9194078cb72ad8f78c3ee5ac1004b18183801835151d6571b64e8dd21,48973386,2023/02/27 20:56:57,TS6YdDNRdk8DPGwVB3Vsko8ZeQzNm9sJjt,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,2.204149,
3a36088b12918a1b6805458750a95b7f6efe926cdb760969255e64572629570c,48972401,2023/02/27 20:07:42,TXp3RTHZckR1Bf7YfVAEwEaL6mRSQRzEWe,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,15.000000,
b98fae8af8eebb9ec7c13829b6af364ed829e8b84d85adffd56a78bac4f1b37a,48970332,2023/02/27 18:24:12,TFp4V3S9JqJyQAMMCewyn4aAaLueJwzS7H,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,40.000000,
339ec325b8c8d29a5e3b6132e5458dfb123c1bf8ef51285277ad31cb167f76c7,48970048,2023/02/27 18:10:00,TNaRAoLUyYEV2uF7GUrzSjRQTU8v5ZJ5VR,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,5.000000,
a9ef0064ce589faf183eb3c5edecd267f477d2b6b3e11db14c4a523634477bcf,48968709,2023/02/27 17:02:57,TK43YBwDoBrkxmszosNncwGbZRz8DZ5aot,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,644.400000,
366c4e083a2eb2b92b1abab05dab8f703501842834959a4b54911bc9a3fa54a8,48964837,2023/02/27 13:48:48,TNaRAoLUyYEV2uF7GUrzSjRQTU8v5ZJ5VR,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,10.000000,
9c1f79c597767218a317e2e86cc249ac90d57d134b49d85fc30ba7d105288253,48964470,2023/02/27 13:30:27,TNFHRSB1ZyaMeu7Ev2329i31Wjn6RSGNVT,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,222.086930,
b917cb1e79de2111d17469ce2ce99ed4e6842ab4ad11088ed2b81c8cf945f9be,48962744,2023/02/27 12:04:06,TJPA8E4RpsRQSxUTCFTFTRzPmWZ9w3LUoP,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,305.000000,
8fddacf51340844a6c97788a7570e3106db1b969eb1a2c6be3d7150448084d65,48962237,2023/02/27 11:38:39,TH5VqwQTwmD1tXxLB2MLoAkHPXXAkuViGr,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,66.500000,
0b632825a1169ebed38e1a1de49ee260bd08abd4ceb25c7a97f1dc5e007b29a8,48961219,2023/02/27 10:47:42,TWfxJHqfmDKumUtNJQd2wXGviQKb5eSwQN,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,2.000000,
cb8ad4b85d63d32f41bb4ce826227201ae7a19df9c390219daf07e0c27916991,48958964,2023/02/27 08:54:57,TA1ZKYTFLdxrTh1dCyTutLYveJUrgdDc5h,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,1.000000,
05bac39e7a934f1a3f832ba64ea837d3de4948d5767505ebbdf3eb95b0784608,48957437,2023/02/27 07:38:33,TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,20.000000,
88b2806a3b6e6c15e2b0d12254e8f460ac388217531aa5ab1a8ae2c9c50ef650,48938340,2023/02/26 15:43:15,TAzsQ9Gx8eqFNFSKbeXrbi45CuVPHzA8wr,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,200.000000,
524c0411c93b9cf9596f7f9b9166e9bd116b594bfe581c919e88b386649a0916,48937178,2023/02/26 14:45:09,TQ8N6azo7wSuNtxU9VbshuyARbRBPJFUd6,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,1.000000,
56957a682b57f879067a1c1fbb4e5610e5c465e1d2ed04bc01fd5df76d52a50f,48934048,2023/02/26 12:08:33,TXwPQrVK5jz5nGhoYQWCPBabrNLzgZ6TsZ,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,2.000000,
24c8d07e26f60a80d97843f924655e9d29b78abaf057695c3da1a5a669fe9fbb,48933449,2023/02/26 11:38:30,TWCxVjDVBqbdYhqyNEsXcd6j8GjxMUe3c6,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,10.000000,
3a996a3c573629650e479bd1772f331abdcd9053b61ff6bc2f505cb9bf7f9ebd,48929624,2023/02/26 08:27:12,TRyAxgNGHC43Ng2NEJa34bygGBBhM9oe8u,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,10.000000,
e9f8b5d3c4a9f803d69a709803b21c7f1fd23e383da6bbab1dcf49e76642abf8,48912943,2023/02/25 18:32:45,TSVGjLuCbvYH7Ju3obcySRgoS7hZWKo5QE,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,81.210000,
0218651f45f99093a6ba6e44c23482a7ea94a2d37487406b3d1c0833ca1c120b,48911814,2023/02/25 17:36:09,TV6MuMXfmLbBqPZvBHdwFsDnQeVfnmiuSi,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,9.000000,
63f8fb99b448a84096ee5355d02eaa31d34f7b1b0e313ffa1cc1393f0d2865e8,48908422,2023/02/25 14:46:30,TMG6RvZuPC9SPHeGR4TdQmY5rt1UL2W21J,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,120.000000,
bae9aefad1e4e752953f058877bfb232c816a97686d5d80bd37b8a67d2cddd6b,48907579,2023/02/25 14:04:21,TLQr5ACyYfmycRRstBVngx4dG574uitsXw,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,343.240000,
abc23b6d485535af3d75f7d26e9b24cfd68bd525e837a30eab442b5f6ba78c74,48905677,2023/02/25 12:29:12,TFBdQmKVXKAgKJjHzzzvKfSXcLbqsMKY3a,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,7.000000,
3f3188d1a5276c4a551c74a2235fd48cd58066605ef8bd7f02adb3d4bc87e34d,48904334,2023/02/25 11:21:51,TAzsQ9Gx8eqFNFSKbeXrbi45CuVPHzA8wr,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,99.000000,
6d85ced29640e9f28984d7169983537522a848e1cb7844ec76c89ac4f9cb022e,48903121,2023/02/25 10:21:09,TNSGsq2QYRdcvxbg56JAoEpsve5F4FBuXL,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,36.590000,
8281518e68aa037263d73f7cf28fe52c1721e0505ebac70dd93259c111c3ec16,48900089,2023/02/25 07:49:15,TWLEKyrRrgirwg6aqSTCsY1NDd8pn4BG1W,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,30.010000,
ba31bea138584ce53cf2e9de3da003fac6671056ccdddf45cadcd0b4cce2aa31,48895409,2023/02/25 03:55:09,TQAeeXTL5GHXbUVkgzt2rVraQWHGgQxXmq,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,0.600000,
75563c624677db24dd0f3437bdba975e08fa65dfb990095d270ca9cbcc4e2428,48892590,2023/02/25 01:34:09,TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,46.700000,
74655b95c39c39389d5ee71174bf04691e15707ab59347a69b8f39e6a0b52608,48889930,2023/02/24 23:21:03,TYW58UuS4EjWzkE4Gb4sH42LE1PuYvgLy3,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,199.000000,
28b8da6ba7baa823221c23df1b9421d21a620cd746ac285042dc7160a1c1f979,48887026,2023/02/24 20:55:48,TWYA5LWhvaxrwCAwCzjjCfvg4GjjMhz5zi,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,3000.000000,
fb923457c640723646642ca6ebc41a98f0c890223d35b59b3030a6537ee3be41,48884798,2023/02/24 19:04:24,TXWH3zEPUPkoqZxPEAgJGerSf4wRHiSGiv,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,300.000000,
fb3d54d2f3ea9d07706b556cf610cf412b3052c2bc6d54f1faa4bc442f4f810d,48881672,2023/02/24 16:27:57,TYdijk79YxvWTuEac7KPNDhFZGdkwLTiHs,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,28.300000,
6fcdcb9854e402e806b15c6b023b85fff027c6042435c62b858f6bf57ab3d2ac,48878623,2023/02/24 13:55:30,TT2zxGw9wTGHduU9wzxGfJTZH7vkeQZcFy,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,200.000000,
281014ab229b72381a082090c4ef3fc5e29e248d23e9e37d37ee7e2e6abc063c,48877453,2023/02/24 12:56:57,TGWQnMpE6TuiZ44WZ2o2CChVkjpURdk2Aw,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,true,SUCCESS,2.000000,
